id,text,label
61,You mean like they are happy wile having sex?,sarc
168,Oh. Then you're just a dupe rather than being dishonest. Your information comes from a moonie. Funny that the Discovery Institute doesn't mention that. The fact that he decided to study biology with the express purpose of disproving evolution. So he had made up his mind that it was wrong before he undertook to find out what is was. Wells was encouraged by the Rev. Moon. He is known selective presentation of data.,sarc
1269,"The fear of God? What God? Only yours or any God? How about the fear of something greater than yourself? Would that be progress?   I'm not trying to inform you or anyone else of anything at this time. I posted thread originally to get reactions to it so that I could better judge whether those views were valid or not. As a side affect people may be influenced by the debates that happen here, but I am doing this for myself more than I am for anyone else. So don't think I'm trying to push anyone to believe anything, although I do wish for people to question their own views as a way to best understand what they believe in and why they believe it. Based on the way you posted here, it is my guess you are unwilling to do that in the case presented here.",notsarc
364,Uranus. Is. A. Ball. Of. Gas. Genius.,sarc
976,"And you have been refuted time after time. Lies, damn lies and statistics is a starting point. Its the false idea of the more powerless you render yourself the safer you will be. I bet you strongly believe its possible to pick up a turd by the clean end.",sarc
612,"Stop telling me to look at the big picture when you've had both of your eyes gouged out!   Your entire statement here is beyond stupid. If the criminals felt that the only time to be armed was when their intended victims could fight back, then the criminals in DC would never be armed and the police wouldn't have needed to introduce gun shot sensors in the city. But since DC was the murder capital of the United States, that says an absence of hard targets isn't a guarantee that the abusers will play fair and not use weapons.",sarc
46,Just like you did with your astounding ignorance of erosion?   Fresh Organic Sample is just as old as centuries old time capsule because they are both on top of the ground!   Where do you buy your South American Villagers Dinosaur commercial art? I'd love to give some to the kids!,sarc
190,"So is Jesus, aka God, a liar?   Or was not even one of the millions of believers who prayed for Terri Schiavo's life to be saved really God's child? Gee, I wonder how many people out there are being led by a pastor, priest, or what have you, that prayed but God didn't listen because that religious leader is a fraud? Hmmm, maybe the rape or molestation of young boys, adulty, and so on, by religious leaders is more widespread than anyone could have imagined?!?!?!",sarc
1953,"oh, now we're getting somewhere. Explain more, please. Oh, and some evidence of incremental modifications would be nice too.",notsarc
961,"I think he's referring to intelligent, educated people with a good sense of humour (good looking too ) who aren't paranoid beyond reason, can spell correctly and know what real beer is.   Smiley",sarc
921,"Yeah, yeah we can all do math. Why do you even bother? You said statistics is just a game. -VOR   Take it seriously.",sarc
267,"the cricket in the pliers feels pain...   When you start to squeeze a cricket with a pair of pliers, it starts to wiggle and tries to get away so as not to get crushed by the pliers. Is it because the cricket feels pain?",sarc
948,Have you lost your mind? I got no idea what you are talking about.,sarc
1768,"You are correct, but contingency must be in place to deal with it when it occurs.   Look at what happened in Eire with ""Case X"" in 1992- what happens when a country with the most restrictive abortion laws in Europe has to face up to the issue of pregnacy as a consequence of rape:   http://www.prochoiceforum.org.uk/ireland6.asp   Pages 12-13 of this EU report (Adobe Acrobat reader required):   http://www.newr.bham.ac.uk/pdfs/Repr...m%20Bremen.pdf",notsarc
1869,"Ingus, please see my comments at the end of my previous post.   The purpose of this thread is to introduce ourselves and have a Q&amp;A about the basis for each others views etc.   If you want to debate the specific differences we may have in our views, either open a new thread and invite me over, challenge me, whatever...   But I'm not going to debate it here.   I think this thread is a great idea.   People should introduce themselves, lay out their views however they see fit and let others do the same.",notsarc
1739,If you feed me a lot of caffinated coffee i start to wiggle and squirm too. I'm not really in any pain.,notsarc
145,Time to get a helmet...,sarc
1190,"Actually, I don't have any respect for creationism in most of it's varied forms. I have had great respect for several individual creationists that I have met. But they earned that respect.",notsarc
865,What is your theory about the foot fetish gene ?,sarc
126,I think that I don't have quite enough Tobasco in my Bloody Mary.,sarc
728,"You know something is wrong with this world when people attack the act of posting an opinion (that of Ms. King) and another condemns the idea that someone may read it and develop their own opinion. Saving lives is not just a Republican goal. And yes it is an act of desperation. All acts are an act of desperation when it comes to saving the natural process of life with out interference of those who place their comfort above the life inside them.   Whatever is wrong outside the womb, is not the fault of the inhabitant within the womb.",sarc
639,"Since I don't believe believe that everything had a common ancestor , a rock , I consider all ancient reptiles dinosaurs. If that is incorrect in your book so be it. We are not debating the definition of dinosaurs.",sarc
1209,"Well, one person got it right...where in the constitution does it say something about health having to be protected?",notsarc
335,"Interesting how the study was set in Pittsburgh, Pennsylvania. They're a city known for violence and gang-related issues. I wouldn't be the least bit surprised if those that were shot and counted in this ""study"" were known gang members who were either shot by their intended victims, or by other rival gang members.   Blah, blah, blah.   Stop throwing out discredited and biased stories. Explain in your own terms, exactly how having a gun makes you more likely to be shot. Explain the mechanics of how this works. Go on and try, make some sense rather than cherry picking poorly executed ""studies"" that prove nothing.   You made the claim that if you have a gun in your possession, this fact magnifies your chances of somehow being shot. What you suggest can only happen if magic somehow exists, like the legally-owned guns sends out powerful magnetic waves to attract the criminals and hypnotizes them to shoot in a situation that they normally wouldn't shoot.",sarc
99,"Prove something besides your ignorance? Homo-erectus and Neandertals differ in cranium size, bone size, bone structure, number of bones as well as the length and width of individual bones. I can see why people are laughing at you",sarc
529,"You know why. Because they want you to stop posting. Most of them want to rant, and they don't want their rants challanged. It's typical of the whole evolutionary community, I'm afraid. Obvious_child and I are exploring this up in the ""numbers"" thread.",sarc
1716,they may respect life but what about respecting the quality of life?   if they cared about their children's future they would not breed like rabbits. It is callous to use their children to win the 'numbers game'   quality before quantity.   I don't deny that abortion is murder in the womb though.,notsarc
1962,But nonetheless fascinating!,notsarc
1182,"Sure you do . Because like any reprobate, what is wrong, is right to you; and what is right, is wrong to you. So of course you consider anything i believe to be wrong. But just so my original statement isn't lost to your attack, here it is again so it can be clearly interpreted without your tainted condemnation.   Archangel The ugly reality of life in America today regarding the secular humanist Left is that they support free speech as long as you agree with them. If you disagree with them, you are branded as a religious zealot who's determined to take their rights away. What they don't want you to ever realize is that it is they who are tearing at the traditions and customs that America was built upon and gained us the respect of the World at large. And it is their corruption of the morals and values America once represented that is the cause of so much hatred and disrespect from the rest of the World today.   So thanks to the liberal immoral left, we are seen as the moral evil of the World. Not because of the Religious Right as the Left would have you believe.",notsarc
482,As the great Spock said Logic dictates that logic need not apply in this situation.,sarc
1254,"And yet the atheist belief system allows for everyone to have their own seperate set of morals. According to the Atheist system, what Hitleror Stalin did was perfectly moral because those atheists believed that what they were doing was moral. Disgusting if you ask me.",notsarc
1628,"And yet I alread showed what the ""moral code"" of atheistic societies has done for the world:   II 128,168,000 VICTIMS: THE DEKA-MEGAMURDERERS   4. 61,911,000 Murdered: The Soviet Gulag State   5. 35,236,000 Murdered: The Communist Chinese Ant Hill   6. 20,946,000 Murdered: The Nazi Genocide State   7. 10,214,000 Murdered: The Depraved Nationalist Regime   III 19,178,000 VICTIMS: THE LESSER MEGA-MURDERERS   8. 5,964,000 Murdered: Japan's Savage Military   9. 2,035,000 Murdered: The Khmer Rouge Hell State   10. 1,883,000 Murdered: Turkey's Genocidal Purges   11. 1,670,000 Murdered: The Vietnamese War State   12. 1,585,000 Murdered: Poland's Ethnic Cleansing   13. 1,503,000 Murdered: The Pakistani Cutthroat State   14. 1,072,000 Murdered: Tito's Slaughterhouse   IV 4,145,000 VICTIMS: SUSPECTED MEGAMURDERERS   15. 1,663,000 Murdered? Orwellian North Korea   16. 1,417,000 Murdered? Barbarous Mexico   17. 1,066,000 Murdered? Feudal Russia",notsarc
1075,"Well, at least accoreding to your ""because I say so"" belief. The woman, of course, don't need to pay attention to your desire to control her own body in bondage to your particular brand of outraged morality.",notsarc
541,"Actually he is, and he's posted on this thread.   It is a pity that you're unwilling to debate, but endeavour a smear campaign as you did on the Science and Math posts. I would advise you read the above quote before talking again",sarc
1313,Your wrong. Airplanes and courthouses are gun free zones but these places never have massacres.,notsarc
743,"Of course, when wabbit says ""dishonesty,"" he means ""oversimplification""; the NMSR webpage is clearly designed for the layperson, not the geneticist. When he says ""scientist,"" he means ""shameless hack."" Spetner argued that this is not an example of an increase in information until he had it repeatedly and undeniably shown to meet Spetner's own definition of information. Only now has he said, ""Okay, so it's an increase, therefore it's not random."" Classic moving the goalposts syndrome.   But if wabbit would like to continue leaning on Spetner as a ""reliable source,"" I won't stop him. More fun for me.",sarc
1904,"Yep, he dodged it again. Care to explain your views on Creation in the Tanakh for the folks here?",notsarc
1921,"Well try Arkansas (75/25), Georgia (76/24), Kentucky (75/25), Michigan (59/41), Mississippi (86/14), Montana (67/33), North Dakota (73/27), Ohio (62/38), Oklahoma (76/24), Oregon (57/43), and Utah (66/34).   All of these margins were well above the percentage of votes cast for Bush and Kerry, respectively. Ohio, for instance, went to Bush by 2%, but the ban was passed by 24%. Bush lost Oregon by 4%, but the ban passed by 14%. Bush lost Michigan by 3%, but the ban passed by 18%. The margin of victory for each of these states exceeds George Bush's margin of victory in that state. Those extra votes had to come from somewhere, and it seems like many people other than the ""religious right"" feel the same way.",notsarc
738,"And why not? After all, Grimm's Fairy Tales is a wonderful read and who can deny the happiness Santa brings to 2nd graders? What's a bit more fantasy gonna hurt?",sarc
698,"Yippie doo! A 23 year old quote from an ornithologist defending his point of view. And his point of view has (or had) merit. But since then, several feathered dinosaurs (not birds) have been found. It has also been shown that the difference between a scale and a feather may be no more than a single point mutation. (You do know what I'm talking about, don't you Calli? You do know what a ""point mutation"" is, don't you?) Bottom line is that there may be no intermediate between scales and feathers. A single point mutation produces feathers from scales. Various kinds of feathers require only further mutation.",sarc
1775,http://www.homeoffice.gov.uk/rds/pdfs2/hosb703.pdf   It doesn't look like the UK has been doing too bad. Crime has actually been decreasing.,notsarc
797,"No, back to school... turn in what educational credntials you feel you have, and just stay at the coffeehouses... at least you have a .005% of hearing someone ineject some truth in one of those sidewalk tete a' tete's you nutters are so fond of... but here you are dead wrong. Have you ever heard of an egg? ever heard of a sperm? An egg is still considered a multiple cell organism, and a sperm as well. You're gonna have a hard time pulling that one off.",sarc
841,Chastity rather than promiscuity.,sarc
946,"Oh I understand plenty. What you want is a system where a person is held responsible for crimes that they didn't commit. You want ""guilty by association"" extended to the point of ridiculousness where anybody who even met the criminal even once can be held as an accomplice.",sarc
1463,"Good shooting! Got two illegal alien perps that had been deported for previous felonies and just committed another after illegally entering the country again.   WE NEED MORE JOE HORNS and a heck of a lot less bradies!   Is this the only case you could find of a CCW exercising his rights (you know the law applies to any citizen of Texas don't you and they need not be licensed?) completely justified in the Penal Code of Texas. Self-defense and defense of a third person or property is justified and required by law...IT IS YOUR PUBLIC DUTY.   Job well done Mr. Horn!!   How come you don't post links (deleted by poster)? This is old news, almost 3 years ago to be exact. Did you think it was sensational? LOL",notsarc
1025,"We Americans do not care the government of the UK now under the control of sharia law hates freedom.   America is a Constitutional Republic where the Bill of rights secure our freedom.   I seem to recall you brits coming over here and demanding we lay down our guns and it did not go so well. And neither will it go well for any us politician's that try it as well. America has no reason to listen to people in the uk about gun control and now Knife control when its shockingly clear that criminals can still get any gun they want. Not to mention the fact that history has shown that time and time again what happens when the government wants its citizens to turn in the tools of freedom what happens.   ""God grants liberty only to those who love it, and are always ready to guard and defend it."" - Daniel Webster   ""Government is not reason. It is not eloquence. It is a force, like fire: a dangerous servant and a terrible master."" - George Washington   ""With reasonable men I will reason; with humane men I will plead; but with tyrants, I will give no quarter, nor waste arguments where they will certainly be lost."" - William Lloyd Garrison   # ""If gun laws in fact worked, the sponsors of this type of legislation should have no difficulty drawing upon long lists of examples of crime rates reduced by such legislation. That they cannot do so after a century and a half of trying that they must sweep under the rug the southern attempts at gun control in the 1870-1910 period, the northeastern attempts in the 1920-1939 period, and the attempts at both Federal and State levels in 1965-1976 - establishes the repeated, complete, and inevitable failure of gun laws to control crime."" -- Senator Orrin G. Hatch (R-Utah) quoted from ""The Right to Keep and Bear Arms, Report of the Senate Subcommittee on the Constitution, Washington: U.S. Government Printing Office, February 1982, p. vii.""   # ""Congress has no power to disarm the militia. Their swords, and every other terrible implement of the soldier, are the birth-right of an American ...the unlimited power of the sword is not in the hands of either the federal or state governments, but, where I trust in God it will ever remain, in the hands of the people."" - Tench Coxe, 20 Feb 1788;",notsarc
609,"You're right it'll be fighting the war in Iraq. )Nah, really it'll be from social security, etc etc.",sarc
1373,"Actually it wasn't sitting somewhere since there was no ""where"" to ""sit"" and ""always"" and ""eternity"" have no meaning outside of time and no ""time"" existed prior to the ""Big Bang"", maybe.",notsarc
1593,"You are exactly correct in regard to my intent. IMHO, the allegories of the Bible are meant to teach the spirit of the stories, not actual facts...just as Santa Claus and the Easter Bunny are meant to represent the spirit of the seasons. When we are young children, we tend to believe in Santa and Thumper because our parents play the game so well, then as we learn the truth, we put away the belief that they are real but we pass the spirit on to our own children by playing the same game with them.   AIMHO, God teaches us the spirit of creation with the inspired allegories written in the Bible. God created it all, He just did it in a fashion we will likely never fully understand.   AIMHO, there were thousands of Adams and Eves, created after an evolutionary process that started when God created all matter and time.   I'm not trying to warp the Bible at all, just as I would not try to warp the meaning of Santa Claus, even though I know he's not a jolly fat man living at the North Pole surrounded by elves and flying reindeer.",notsarc
775,Its better then being dead.............,sarc
531,No Christian sin??? Other then the intent to kill and then doing so,sarc
459,I dunno. Those Priuses are so small inside and out. How much explosive compound could Hasan fit into the thing and still be able to get in and drive it?,sarc
389,"What, to be ""open-minded?"" or to embrace your definition of ""tolerance?""",sarc
1257,You weren't referring to your home in your little story of helplessness.,notsarc
1486,"Just to contribute, I'm pro-gun, have had training in the proper use and laws in my area, and have owned weapons for more than 30 years.",notsarc
600,Oh they think they can Doc! They think that we gun owners are the terrorist!   Personally. I think that all of this talk about Gun Control is happening because they are mad. They are MAD that a Black Man! Is in the White House!,sarc
1350,"Well, the slavery analogy for gay rights is past it's applicability at this point--one was a property issue (also rooted in deep prejudice), the other is a morality issue. Many people oppose gay marriage out of morality and NOT prejudice. The same can't be said for slavery. There are many ways that the analogy doesn't work and that's just one of them. In fact, it could as easily be an analogy to reverse it and say that the ones who did the enslaving were analogous to gay rights lobbyists and the abolitionists were analogous to those who seek to protect marriage. After all, the plantation owners were the ones really fighting for ill-conceived rights--rights that they shouldn't have had.",notsarc
1665,"I think it's true. Why would someone make that up and pass it off as a real event?   I think the continents probably started separating some time after that, which is how God separated the people.",notsarc
929,"Yes, it seems you never learn, so I have no hope of educating you, and absolutely no intention.   Since you ask nicely, the answer is ""Supreme soveriegn authority"", i.e. the fact that governments are established among men to secure their basic rights-- i.e. they not left to individual whims to respect or violate as each pleases, in the model of classic anarchy.   States are thus delegated by their People, with the power to to protect these rights through laws.   I believe we've gone over this before; you didn't understand it then, I doubt you will now... or ever. It's still true, however: ignorance is never disproof.   If you form your own nation, you can name yourself the sovereign and construe the laws however you choose; however that's neither here nor there.",sarc
1479,"After what the Fins been through, fighting the mother country, the Soviet Union under Lenin and then Russia and Germany and finally Germany, I doubt they are going to let their own government take away their guns??   Most folks have learned to leave those Finns alone.",notsarc
327,We DID learn about selective hearing in health class.,sarc
1196,sinjin - I didn't mean to imply any linkage between your opinions and those of another poster. Apologies.,notsarc
1759,Object to the woman being required to remain pregnant when she does not want to be.,notsarc
1787,"Hmm . . . funny, I don't remember ever hearing a pro-lifer say that pregnancy was a wonderful snuggly thing or the best thing in the world. What I do see is pro-lifers like myself wondering why pregnancy is protrayed (in the form of a generalization) as so horrible by people such as yourself who just described it as ""unbelievably"" hard to go through, or a ""life threatening condition"" like malignant cancer. You didn't qualify it by saying ""some"" pregnancies are life threatening or unbearable. Maybe yours was, but how can you say that for every woman in the world? I know for a fact that my wife's pregnancy was not ""unbelievably hard to go through""--she's told me otherwise and I believe her. Sorry, but I believe my wife over you.   What you did was use unfounded generalizations, which is exactly the sort of thing this thread is about.",notsarc
834,"Oh God no. If there is anything more boring than twits talking, its twits",sarc
59,"I don't have to say anything here, your post made it sound sick enough. Yes, freedaom at all cost. Isn't that the theory this country was founded by?",sarc
1380,"Banning abortion is a tool with which to punish women you deem promiscuous or immoral and recreate through a police state a mythical golden age of christian virtue, got you.   The rest is just a cover story in the same way biblical creationists who want their religion brought into the school system advocate ""intelligent design"".   They call it ""lying for baby Jesus"".",notsarc
721,not bad for a procedure that doesn't exist.,sarc
351,Maryland already has the law on the books. It's effect thus far has only been to eliminate certain makes and models from the Maryland marketplace and to extinguish the sale of certain collectables.,sarc
896,Because it's simply too obviously true?,sarc
1874,and a quote from jitobear:,notsarc
85,"Well said. It is a disgrace that the ""Flat Earth"" side of the argument never gets a look in geography lessons and that the ""Spontaneous Creation"" side of the argument never gets a look in when teaching kids about the life cycle of insects. Do you realise that they refuse to present the ""Cheese"" side of the argument when teaching about the moon these days? It's outrageous, how can our kids get a balanced education if such bias is allowed to continue!",sarc
1565,Evolutionary scientists is a confusing term. A geochronologist might work out an age for a lava sample for example. Astronomers have also made comment on the age of the earth as have paleontologists studying certain fossils.   So why would no flood make radiometric much more likely to accurate as you say? Can we hear some specific detail on this as it is kinda significant to backing you your assumption.,notsarc
235,So if everyone had a sign on them and a water pistol then would you be happier or does everyone need to have a gun? Should everyone who has a gun have a sign as well? Is the deterrent of a gun diminished without the sign?   I'm also not going to address my brother in every single post. He is a shining example of why I don't like guns but that doesn't mean I'm going to talk about him constantly.,sarc
737,"So it would be more loving to severely beat the child...forever?   ""Hey Timmy, remember when you were 3 and you wrote on the wall with that crayon? *BAM* *SMACK*""",sarc
12,"Yep when about 99.99% of a cows diet is grass...I guess we should be eating that instead.   It is hard to urinate in one corner of the toilet. If all ground that is being used for livestock is ""wonderfully transformed"" into grain production there will be many many wild species that will go extinct due to lack of uncultivated land.",sarc
1352,"The Word of God says otherwise.   Romans 1:25-27 - They exchanged the truth of God for a lie, and worshiped and served created things rather than the Creator—who is forever praised...   Because of this, God gave them over to shameful lusts. Even their women exchanged natural relations for unnatural ones. In the same way the men also abandoned natural relations with women and were inflamed with lust for one another. Men committed indecent acts with other men, and received in themselves the due penalty for their perversion.   You've rewritten Biblical Christianity. 2 Timothy 4:3-4 (New International Version) - For the time will come when they will not put up with sound doctrine. Instead, to suit their own desires, they will gather around them a great number of teachers to say what their itching ears want to hear.",notsarc
1125,"Because feeling safe isn't the same as being safe.   The people on the airplanes of September 11th felt safe just before the terrorists took over. The Virginia Tech victims felt safe before they knew about the killer that managed to slaughter 32 innocents. Everyone involved in any major massacre has always had plenty of reason to feel safe right up until the killings took place. But the fact remains that none of them were safe. If they were safe then they wouldn't have gotten killed.   Feeling safe is nothing more than a false sense of security that can be destroyed at any given moment. I'd rather not be a victim of some violent incident and mistakenly believe that it could never happen to me.   I'd rather actually being safe as opposed to just feeling safe. Feeling safe is just that: just a feeling, it's not anything tangible, it's not something that will do you any good if somebody decides that you're going to be their next target.",notsarc
564,"So now you are saying that the earth doesn't move? I get it. The earth used to be fixed at the center of the universe when those Bible verses were written but God changed it. Now it orbits the sun like the other planets.   Actually, the verse does say that grasshoppers have four legs. There is no mention of jumping legs. You supplied that because it is foolish to claim otherwise. That's what I mean when I say that you reject parts of the Bible that you see as foolish. When you have accepted the evidence that the Bible is in error (4 legs on a grasshopper, sun at center of solar system, rabbits chewing cud, an unmoving earth) you add elements that aren't in the Bible and declare it without error.   You ""interpret"" and then claim that you are reading it literally. Pick one and go with it. You seem to claim that you accept the Bible literally and then add whatever you feel is necessary to make it rational.",sarc
1662,Can't argue with this illogic.,notsarc
377,"But what if it is unconstitutional, like Prop. 8?   No, it doesn't.   Are you saying homosexuals aren't American? Are you saying that more of gay's right should be stripped, including that of protest? How dare them fight for their own freedoms? I should lend you my time machine, and you should go tell this to Malcom X.   And you still haven't responded to my post.",sarc
18,Yes that actually did happen. And knowing our nanny state government where anything that could cause harm is banned we have it banned.   BTW do any of you know of some great airsoft fields over in USA?,sarc
366,And from where did you get this idea? Please provide your references.,sarc
1020,"I believe that the vast majority of people, if they are well-informed about responsible sexuality, have access to contraception, and are of reasonably sound mind, would much prefer not to experience an abortion and would take precautions to avoid such a possibility.   It is rather tiresome to hear careless and irresponsible talk of whorish women who seek to become pregnant solely so that they may exercise their right to an abortion.   I have never met such a woman. To be sure, there are unbalanced individuals who are riddled with guilt over sexuality and these individuals are incapable of being sexually responsible. I don't associate with such people and since I have never encountered such a person, I must believe that this sort of person comprises a very small minority.   But with the amount of bluster and piffle to the contrary, I must wonder whether or not such blusterers have any connection at all to what really is.",notsarc
1306,"Again, we never said that a human fetus was a different species.",notsarc
1802,"It is horribly oppressive of women, though, to oppose both abortion and contraceptives. That means that women will have no control over their pregnancies at all.",notsarc
696,"Oh, well when you put it that way....   Maybe you could address this one thing.   ""The total elimination of arms from society.""   You'd think someone from Brady might have said this somewhere, sometime, that you could compare to the memo.   I would.",sarc
313,Well any group or individual not spouting left-tard drivel is actually a hate group. The military is of such low intellect that they are easy to sway into hate groups. Hence the homeland insecurity warning on returning veterans.,sarc
1464,"Somehow I don't think a high percentage of Ham's ""facts"" are facts.",notsarc
562,No surprise there. You would have to invest some thought to define something. Why don't you just consult your Little Golden Dictionary?,sarc
849,And you don't actually see the circulariey in your position? The Bible is inspired by god because the Bible says that it is inspired by god. What if I wrote a book in which I declared that the book was inspired by god? Good for you? I'll do it if you give me the word.   And what about the Book of Mormon? Takes your book and goes one better. Also inspired by god because it says that it is inspired by god.,sarc
1349,"Why is it when Creo's don't believe something, Evo's always think because they have studies or what have you that we Creo's have to accept it as proof. I mean you don't accept anything as proof from Creo's. If Creo's did some carbon testing and did it accurately and got some anomaly's, you'd still reject it. I didn't lie not even by ignorance. I just don't believe it's true, but I take it I'm not allowed my beliefs . What fact has disproved my worldview, my worldview is intact as it ever has been?",notsarc
677,"Yes, amazing, how they weren't people before.",sarc
1980,Prove your assertion that he has called himself a conservative Christian rather than a conservative Republican OP. Support your clai if you can or stop trying to lump everyone on the right together.,notsarc
822,"So Bush is responsible for the death of Third World mothers now?! Get real! There are billions of people on this planet, chose another vilian for a change.",sarc
1489,"wrong again,   only 154 justifiable homicides out of thousands of murders   * In 2005, 30,694 people in the United States died from firearm-related deaths – 12,352 were murdered; 17,002 killed themselves; 789 were accidents; 330 died by police intervention, and in 221, the intent was unknown. 6 In comparison, 33,651 Americans were killed in the Korean War and 58,193 Americans were killed in the Vietnam War.7   * An additional 71,417 people were shot and survived their injuries -- 52,748 people injured in an attack; 3,190 people injured in a suicide attempt; 14,678 people shot accidentally, and 801 people shot in a police intervention.8   * In 2004, firearms were used to murder 56 people in Australia, 184 people in Canada, 73 people in England and Wales, 5 people in New Zealand, and 37 people in Sweden.9 In comparison, firearms were used to murder 11,344 in the United States.10   * In 2006, there were only 154 justifiable homicides by private citizens using handguns in the United States.11   * For every time a gun is used in a home in a legally-justifiable shooting [note that every self-defense is legally justifiable] there are 22 criminal, unintentional, and suicide-related shootings.17   * The presence of a gun in the home triples the risk of homicide in the home.18   * The presence of a gun in the home increases the risk of suicide fivefold.19",notsarc
1361,"Zoos are indeed a good example. Although the environments are made as close as possible to the natural habitats, penguins are often kept in open-air enclosures in temperate or even tropical climates. And there are two critical differences in even the most carefully constructed zoo: the absence of any predators, and the absence of any prey. So why don't the animals quickly/purposefully/nonrandomly cease exhibiting developmentally costly traits which give them an advantage against predators or prey who aren't present?",notsarc
163,"Now, I could ask the same thing.",sarc
1929,"Well, that's generally true of any process that uses energy. Some is wasted.",notsarc
1250,"I'll have to apologize here, SoC. I confused you with another poster who also used Christ in his handle. You didn't run from the topic because you weren't the OP of that thread. Sorry about that.   If you'd still like to approach that thread, I'll respond and provide the link, but all readers should be clear that my accusation that SoC scampered away was mistaken, and any willingness to address the arguments would be solely to SoC's credit.",notsarc
1331,"Just on my way out, saw this, and YES! I have long believed that this is the heart of the matter, and have tried to make this point with little success from time to time.   I have never seen a direct response to this. Ever. Even in threads where the discussion has carried on in detail on both sides, this concept is totally ignored.   There was a similar, brief hiatus leaning towards this point in one of the threads over at IIDB where creationist spammer Afdave is rapidly losing his dignity and proving himself predictably ignorant in all fields of science including the philosophy of same.   It got really interesting for a bit and the guys over there looked to have actually got through to him for a bit, but then he predictably went into full Gish Gallop mode in order to bury his own cognitive dissonances underneath wave upon wave of standard AiG/EvoFairytale strawmen.   Just my two pence; this is a fascinating psychological point that should be discussed.",notsarc
1514,"That isn't my logic. My logic states that banning doctors would cause more deaths and our current system does. You are trying to debate that doctors are threatening withour realizing that they have great rewards as well. My logic is to look for the risk and reward and not just focus on one side of the debate.   Your logic was that since doctors cause deaths then they should be banned if guns are, correct? Then why isn't it also consistant with your logic to believe that we should ban food since food causes deaths?   So lets clairfy here, do you believe that guns have a better risk/reward than doctors? If you HAD to ban one which would it be? I await your sidestep of the question.   lol, now your comparing the Jews to current US gun issues? Why did you choose to do this? The risk-reward for Jews is different than the risk-reward for the US. Jews probably would have faired better if the Germans used Japanise gun control laws.",notsarc
1084,"Sure.   The woman is a person, and individual, sentient human being. She has the same right to control her bodily resources as any other person does. As such, you can no more force her, against her will, to provide bodily resources to an embryo or fetus, than you can yourself be forced to give of your bodily resources against your will.   Even if somebody is bleeding to death, and your blood can save their life, they still don't have the right to force you to safely give them of your blood.   Each person have that right to control their bodily resources. If you want to force the woman to remain pregnant, you are forcing her to give of her bodily resources against her will. When you don't insist that everybody else be subject to such requirements, then the argument is hypocritical and misogynistic.   And, of course the US Supreme Court agrees with this, thus ruling that per the 14th Amendment of the US Constitution, the woman has the right to privacy, to control her onw body.",notsarc
259,"Actually, they have. But only Leviticus and Numbers.",sarc
664,"Actually, breeding horses and donkeys isn't an effort to create a new species. Where did you get such a thoughtless idea. And neither is interbreeding lions and tigers. However, you don't seem to be aware that neither ligers or tigons are sterile. They are capable of breeding with each other or with either of the parent species. And then there are polar bears and brown bears, which can and will interbreed if given the opportunity. And the offspring are perfectly fertile.",sarc
124,"Nothing like quoting experts willing to stick their scientific necks out, huh?   Or in your second quote:   ""But it now appears the warming from greenhouse gases has been offset by a strong cooling effect from dimming - in effect two of our pollutants have been cancelling each other out.   This means that the climate may in fact be more sensitive to the greenhouse effect than previously thought.""   Huh?",sarc
1181,So you are saying the US system is better?,notsarc
788,"If science deals with how information is gathered, different ways of analyzing, and different hypothesis, then it involves worldviews. The base for the worldview of a sizable part of the population should not be excluded. Maybe in Saddam Hussien's Iraq, maybe in communist Russia, but not in the United States.",sarc
831,And thus the human condition is explained at last!,sarc
229,http://www.talkorigins.org/indexcc/list.html   Somehow merely clicking the link makes you look like a hypocrite.,sarc
1064,What about the pain and death inflicted upon the innocent women and girls forced to give birth? Have you no regard for them?,notsarc
1734,Like most things theists that statement is based on ignorance.,notsarc
1178,"as far as all observable evidence dictates, the laws of nature are what sustains the universe. there is not one single function of nature that isnt on ""autopilot"" as it were. that is, no function needed to sustain the universe occurs outside of natural law. what's more, nothing that defies natural law (whether universe-sustaining or not) ever occurs in observable reality   I'm glad you responded Nu Leader. this is this issue that really hits the religion/science divide. as it is, God has been gradually and subliminally coralled in the spiritual realm. there is absolutely nothing in the physical and observable world that is a function of God, or a manifestation of supernatural power. in other words, in the realm of the physical, God has no turf. even if God does exist, he does not (and by biblical definition, cannot) physically manifest his being nor the effect of his power   this leaves us with the spiritual realm. this realm, whether it exists or not, does affect people. yet this realm is as elusive and intangible as God himself. the same realm that God is believed to abive and reign in, is said to be the same realm that humans enter only when they die. i have many thoughts about the effects of this spiritual realm on reality, but for now i think its sufficient to say that God is limited to the spiritual realm only",notsarc
447,"This topic was discussed in another thread. Kelvin said that-   ""If it were not the private ownership of guns in 1941, you would be speaking Japanese if you live on the Westcoast, German if you live on the Eastcoast.""   Urban Legend. It should be illegal for women to have sex.",sarc
1185,"When talking to a person professing Christianity, the Bible is binding. If the Bible advises that abortion is murder, then it is so regardless of what the secular systems of the day have to say about it.   When talking with one accepting the principles of Christianity, the premiere of those being that the Bible is binding, the existence of the soul is not up for debate.   The position of Bassman, I believe, would be that there is no legitimate right to terminate a pregnancy, especially from the stand-point of the Bible, which of course, is binding to those professing Christianity.",notsarc
325,Of course we can ignore all the emotional and physical problems women lose when terminating a pregnancy.,sarc
